12, 6.150693531614364, 3, false, (6,7), 12.690631370824375, 10, 5, (7,11), false
1, 1.0398391372676485, 2, true, (9,10), 12.846448178113379, 40, 10, (10,19), false
6, 3.759985685621939, 3, false, (17,10), 13.055404304622996, 44, 9, (9,11), false
8, 4.226474158120264, 3, false, (1,2), 13.591131197069393, 48, 10, (0,11), false
35, 13.5065183934003, 1, true, (7,10), 16.345393052541546, 1, 3, (5,11), false
0, 0.5235677539002846, 1, true, (19,11), 16.473257586632293, 34, 14, (13,3), false
9, 4.6677021848678875, 2, false, (4,6), 16.6960793561353, 0, 12, (7,15), false
7, 4.006510332964158, 1, true, (17,13), 16.899115600076836, 37, 11, (18,3), false
3, 1.2594075760505261, 1, false, (14,9), 17.37076751340937, 20, 15, (5,3), false
28, 10.90537794061037, 2, true, (18,17), 18.231693016995496, 31, 5, (15,19), false
24, 9.225250351990079, 2, false, (10,17), 20.29571632527955, 43, 5, (7,19), false
18, 7.841486447225362, 1, false, (5,2), 21.546253968508665, 32, 12, (12,7), false
41, 17.47840982843205, 1, false, (8,4), 22.399040715429038, 23, 6, (3,3), false
10, 5.323985331087442, 1, true, (3,17), 22.813582034761485, 22, 17, (10,7), false
2, 1.2026534801950928, 1, true, (16,2), 23.82627734113236, 2, 20, (9,15), false
31, 12.149313228609202, 1, false, (5,13), 23.897123295204764, 47, 10, (1,7), false
17, 7.790417020607457, 1, false, (19,16), 25.75593774650415, 3, 19, (5,11), false
5, 2.991796112245762, 1, true, (0,17), 25.78441070089214, 21, 19, (11,9), false
33, 13.029001162825034, 3, true, (7,5), 25.850012826654584, 15, 11, (16,3), false
13, 6.240923829625736, 1, true, (15,3), 25.968021583423017, 25, 15, (3,6), false
26, 9.567446639178588, 2, true, (6,18), 26.350406892701244, 46, 13, (8,7), false
23, 9.142729847027958, 1, false, (0,17), 26.39826630686101, 6, 10, (8,15), false
15, 7.378632644742169, 1, false, (1,1), 26.601415246798993, 24, 17, (8,11), false
27, 10.893001659752574, 1, true, (12,2), 26.966046619211884, 27, 12, (5,7), false
34, 13.437427281632015, 4, false, (10,12), 27.174706455819724, 10, 9, (14,7), false
21, 8.629140567653806, 2, true, (2,1), 27.766189143850454, 30, 13, (9,7), false
44, 19.154960823865615, 1, false, (17,9), 28.28417824527643, 42, 3, (18,7), false
22, 8.672925663146103, 1, true, (0,3), 28.480917017298466, 49, 20, (16,7), false
54, 24.715731787341788, 1, false, (11,11), 28.703016835238586, 44, 2, (13,11), false
49, 22.4078888083935, 1, true, (6,6), 28.761874011850352, 12, 4, (5,3), false
14, 7.369439313488291, 1, true, (18,0), 29.60080746411613, 11, 22, (11,15), false
4, 1.9264537927130836, 4, false, (0,16), 29.749814365361498, 16, 26, (12,2), false
36, 14.469275697495119, 2, true, (2,12), 31.856363217385837, 48, 15, (8,3), false
32, 12.618568103688599, 1, false, (16,18), 32.0274062726108, 28, 17, (14,3), false
42, 17.624574449752995, 2, false, (1,13), 32.31393847870356, 1, 13, (6,5), false
47, 21.984747990870616, 2, false, (7,8), 32.82667805025352, 33, 8, (14,7), false
25, 9.232317267172846, 3, false, (17,17), 34.15675678648515, 13, 25, (2,7), false
55, 25.83680824549141, 1, false, (0,7), 34.792396060263975, 47, 7, (7,7), false
40, 16.66706284781761, 1, false, (14,11), 35.6211751461402, 39, 18, (0,15), false
38, 15.116677423866205, 2, false, (7,7), 35.698700230409735, 19, 16, (11,19), false
19, 8.101858966039027, 1, true, (18,8), 35.97313130565422, 38, 25, (0,15), false
43, 17.8282423146018, 1, false, (11,0), 36.953113434971264, 45, 16, (12,15), false
30, 11.760074851888266, 2, true, (19,15), 37.96423250929731, 41, 25, (2,7), false
20, 8.280069808777357, 3, false, (19,11), 38.150161242818896, 8, 27, (3,0), false
11, 5.42567132251062, 1, true, (0,11), 38.47993102476748, 4, 27, (19,3), false
16, 7.389533886771211, 1, true, (0,0), 38.56857377611362, 14, 25, (14,11), false
45, 19.646078853939514, 1, true, (4,9), 39.289766699116534, 9, 19, (17,3), false
48, 22.32871311649718, 1, false, (8,6), 39.470736223223334, 26, 14, (13,15), false
29, 11.580842691732865, 3, true, (17,12), 40.017150132324865, 7, 24, (2,3), false
50, 22.462051311508613, 2, true, (15,8), 40.12995166531347, 18, 15, (3,11), false
64, 30.193028493482338, 3, true, (17,12), 40.677416239987885, 44, 7, (19,7), false
56, 26.366540466890335, 2, true, (7,13), 41.066106267357746, 5, 15, (9,0), false
51, 23.244260150228378, 4, false, (7,8), 42.25944664744828, 22, 14, (15,14), false
39, 16.047174837056097, 3, false, (17,5), 42.96610003040243, 35, 20, (7,15), false
63, 29.74723943100257, 3, false, (4,7), 43.025171464123716, 20, 9, (9,11), false
80, 36.81457554489803, 2, true, (10,15), 43.244182348292235, 19, 2, (12,15), false
59, 28.101110745615735, 1, true, (16,10), 43.498295721860046, 21, 8, (13,15), false
46, 20.98433616080025, 2, true, (1,15), 43.57779810890514, 0, 15, (12,11), false
61, 28.869428894809833, 2, false, (14,1), 43.90416082013983, 15, 11, (6,4), false
65, 30.320050462968307, 1, true, (18,6), 44.269964175258615, 42, 13, (7,8), false
53, 24.513514662802276, 1, true, (13,19), 46.17757033709372, 17, 20, (5,7), false
62, 29.585102171443044, 2, true, (2,5), 46.66776943210583, 12, 14, (2,19), false
77, 34.78449620627784, 1, false, (6,10), 46.68024255416894, 27, 11, (8,19), false
69, 32.546068227517054, 2, true, (14,13), 46.85478411711105, 11, 10, (10,7), false
83, 40.56452921293952, 1, true, (5,11), 47.0910757965489, 18, 5, (10,11), false
70, 32.73518107069252, 4, true, (18,2), 47.22443998658764, 16, 7, (14,5), false
76, 34.520953386812344, 3, false, (12,13), 48.65108902340647, 32, 9, (6,16), false
67, 31.217442117548174, 1, false, (9,18), 49.59442590188849, 43, 16, (14,7), false
52, 23.61373656182461, 2, false, (18,7), 49.63252804319898, 37, 21, (5,15), false
84, 40.717546643071955, 1, false, (1,8), 49.86103702025085, 13, 6, (0,3), false
79, 36.19611099727262, 2, true, (6,9), 50.67637939203636, 1, 12, (1,2), false
60, 28.31754656612304, 2, false, (9,18), 50.7291685257411, 40, 20, (5,2), false
85, 41.04654740798793, 1, false, (9,7), 50.86777501123267, 30, 9, (8,15), false
66, 31.019298009842345, 4, false, (1,13), 51.52751456352207, 24, 10, (8,10), false
78, 35.591472333748456, 2, true, (11,4), 52.63406016824328, 34, 16, (6,15), false
82, 40.220256501840495, 2, true, (14,4), 52.69035522044426, 28, 12, (19,11), false
37, 15.009493131249995, 2, false, (19,0), 53.004015592807136, 29, 36, (0,17), false
68, 32.0431069799325, 2, true, (10,19), 53.34096091043533, 2, 13, (1,15), false
