72, 33.17925538811118, 1, true, (19,18), 53.51523119529676, 31, 14, (8,15), false
58, 27.893345636699316, 1, true, (1,5), 53.68058898428939, 25, 24, (15,15), false
73, 33.488000710313145, 1, false, (16,17), 53.95405860320333, 49, 11, (7,19), false
74, 33.9415077742376, 2, false, (4,11), 54.36615114658804, 3, 17, (14,18), false
57, 27.50733333519727, 1, false, (17,11), 55.020478784562435, 10, 21, (4,19), false
96, 48.30212291640603, 1, false, (7,8), 55.1002252507932, 42, 7, (5,3), false
71, 33.07404615664288, 2, false, (6,18), 55.32828703794997, 6, 17, (0,7), false
92, 44.33259169866222, 3, false, (8,9), 55.4252552462979, 46, 9, (15,7), false
91, 44.22983346332092, 1, false, (4,5), 58.74710194622174, 23, 15, (9,15), false
86, 43.43103220896007, 1, true, (6,14), 61.55664676713808, 35, 17, (18,19), false
93, 45.425388927165805, 1, false, (8,17), 61.66629210396867, 19, 9, (11,11), false
89, 43.863425427653304, 1, true, (6,7), 63.97355160270543, 47, 20, (14,19), false
104, 55.47366985884541, 2, true, (17,12), 65.1530811450819, 14, 5, (17,17), false
87, 43.59202147005912, 1, false, (1,4), 65.95371653232917, 7, 23, (10,18), false
75, 34.07068683091744, 2, true, (19,19), 67.35071095668137, 33, 17, (14,7), true
107, 56.91304030540779, 2, true, (7,13), 67.63977962267765, 30, 9, (0,11), false
81, 36.967432553860505, 2, true, (4,18), 67.76974366159682, 38, 23, (18,9), false
116, 61.21487335895403, 1, true, (9,5), 68.29439589180721, 5, 4, (7,7), false
94, 45.97771202086568, 1, false, (1,5), 68.44292087391315, 15, 19, (6,19), false
112, 59.392405415389995, 2, false, (0,3), 71.00038995834738, 42, 4, (4,3), false
115, 60.13763475130118, 1, false, (7,8), 71.48048550746678, 11, 7, (5,3), false
108, 58.20447923049418, 1, true, (0,16), 73.26370311828944, 29, 13, (10,19), false
133, 71.44790400278357, 2, true, (7,11), 74.29086288335525, 20, 1, (6,11), false
102, 52.73604003337235, 2, false, (17,16), 74.34435871477646, 28, 15, (14,4), false
114, 60.10995798864859, 2, true, (14,14), 75.1179437401428, 3, 12, (19,7), false
98, 50.17671430704928, 1, false, (4,0), 75.1306073007784, 8, 21, (2,19), false
105, 55.753863626756576, 1, false, (2,8), 75.35048772234742, 6, 17, (19,8), false
97, 48.84141899933576, 2, false, (1,18), 75.43618659126476, 12, 27, (11,1), false
88, 43.80388832057867, 4, false, (0,12), 75.51120092890756, 41, 24, (19,7), false
119, 64.59537336169524, 2, true, (14,8), 76.4534241310807, 46, 12, (10,0), false
99, 50.56117553477616, 1, true, (15,16), 76.68916434207578, 26, 24, (7,0), false
126, 68.11928577681755, 1, true, (9,12), 76.94157997392318, 19, 5, (7,15), false
117, 62.49789342318547, 2, true, (6,2), 77.11193728476904, 36, 11, (4,11), false
110, 59.06612153105788, 1, true, (3,8), 77.83536282658692, 17, 15, (13,13), false
95, 46.7552443182842, 2, false, (19,19), 77.97242310480374, 22, 21, (10,7), false
90, 44.1501254099894, 1, true, (16,19), 78.00438436180923, 21, 26, (9,0), false
125, 67.677608489208, 3, true, (18,16), 78.53008971385833, 35, 11, (12,11), false
111, 59.212377895877694, 3, false, (13,17), 79.12067292338476, 25, 16, (7,7), false
106, 55.79569737521711, 1, true, (3,0), 79.21583891373768, 13, 18, (12,9), false
103, 55.182039178845095, 1, true, (15,2), 79.5707822136688, 9, 25, (2,14), false
127, 68.43165835571718, 1, false, (14,10), 80.24971489932044, 0, 8, (11,15), false
100, 50.821464257678095, 1, true, (1,8), 80.66600776542022, 1, 22, (18,3), false
122, 66.09189032046814, 1, true, (19,11), 80.73859861995739, 44, 9, (17,18), false
136, 73.91487289866748, 1, false, (15,4), 80.76960233073152, 16, 5, (18,2), false
101, 51.216590426455, 4, false, (18,17), 80.92225103133944, 45, 16, (16,3), false
134, 72.07297948286671, 1, false, (5,12), 81.33164633771858, 37, 9, (10,16), false
123, 67.41441329462795, 1, false, (12,14), 81.9173146887735, 23, 12, (1,15), false
130, 70.17271855319035, 2, true, (15,18), 82.82813102653317, 47, 14, (4,15), false
118, 62.817845808618294, 1, false, (1,19), 83.43158089932297, 10, 18, (8,8), false
139, 75.5975026210866, 1, true, (4,18), 84.18328025383903, 15, 6, (7,15), false
142, 76.65092030581765, 1, true, (7,6), 84.41329070029049, 5, 6, (12,7), false
113, 59.61308724310974, 1, false, (0,5), 85.2064842909954, 48, 16, (12,9), false
124, 67.50502915862539, 1, true, (4,19), 85.22261332285852, 49, 15, (1,7), false
137, 74.90274777875416, 1, false, (7,14), 85.46668675117425, 31, 8, (0,15), false
109, 58.79976603964171, 1, true, (0,1), 86.25140416225828, 40, 18, (15,4), false
143, 76.8172533716453, 1, false, (9,3), 87.04563194565708, 12, 6, (15,3), false
138, 75.04799351917843, 1, false, (15,7), 87.37792668348114, 33, 10, (17,15), false
131, 70.27655590395669, 1, false, (14,17), 88.39615611973366, 7, 15, (8,8), false
135, 72.96340839353904, 3, true, (16,9), 88.5082252620804, 38, 15, (8,2), false
149, 81.47809816689353, 1, true, (2,15), 89.67416035611741, 9, 7, (9,15), false
132, 71.41160009337985, 2, true, (1,19), 90.3864211871798, 2, 15, (4,7), false
144, 79.14110048033123, 1, false, (2,17), 90.83373261169547, 8, 11, (0,8), false
129, 69.36933123552154, 1, true, (16,0), 92.61767048955332, 4, 17, (3,4), false
121, 66.05307296097547, 2, true, (15,9), 93.24078670951913, 43, 20, (1,15), false
140, 75.82630214704199, 1, true, (16,17), 93.48034130841512, 29, 11, (15,7), false
147, 80.16657199080682, 3, true, (18,12), 93.62481184167963, 6, 10, (17,3), false
120, 65.47088623321969, 2, false, (18,13), 95.37119823731699, 14, 26, (2,3), false
145, 79.63477915646925, 1, false, (11,7), 97.02935051102719, 22, 15, (14,19), false
148, 81.1437749081021, 1, false, (6,0), 98.15034875681563, 26, 16, (19,3), false
128, 68.74374794062958, 2, true, (1,19), 99.59575698291441, 39, 26, (11,3), false
146, 80.16451152627577, 2, true, (10,3), 99.94266672211239, 46, 18, (0,11), false
141, 76.22938213215131, 1, false, (19,3), 106.93426524329948, 3, 28, (3,15), false
